Key,Value
1286,"동물 진정화[/center]시간: %bdr + %cld 레벨 당 %adr[/center]확률: %bch + %clc 레벨 당 %ach[/center]세기: 해당 없음[/center]""언데드의 공격성을 일시적으로 막습니다.[/center]기본 성공률은 %bch 이며, 시전자 %clc 레벨 마다 %ach 추가 적용됩니다.[/center]진정화가 %bdr 라운드 동안 유지되며, 시전자 %cld 레벨 마다 %adr 라운드가 추가됩니다.""[/center][/end]"
1287,"인간류 진정화[/center]시간: %bdr + %cld 레벨 당 %adr[/center]확률: %bch + %clc 레벨 당 %ach[/center]세기: 해당 없음[/center]""인간류 생물의 공격성을 일시적으로 막습니다.[/center]기본 성공률은 %bch 이며, 시전자 %clc 레벨 마다 %ach 추가 적용됩니다.[/center]진정화가 %bdr 라운드 동안 유지되며, 시전자 %cld 레벨 마다 %adr 라운드가 추가됩니다.""[/center][/end]"
1288,"데이드라 진정화[/center]시간: %bdr + %cld 레벨 당 %adr[/center]확률: %bch + %clc 레벨 당 %ach[/center]세기: 해당 없음[/center]""데이드라의 공격성을 일시적으로 막습니다.[/center]기본 성공률은 %bch 이며, 시전자 %clc 레벨 마다 %ach 추가 적용됩니다.[/center]진정화가 %bdr 라운드 동안 유지되며, 시전자 %cld 레벨 마다 %adr 라운드가 추가됩니다.""[/center][/end]"
1289,"매료[/center]시간: %bdr + %cld 레벨 당 %adr[/center]확률: %bch + %clc 레벨 당 %ach[/center]세기: 해당 없음[/center]""대상이 시전자에 갖는 호감도를 올려서, 명성 수준을 개선합니다.[/center]기본 성공률은 %bch 이며, 시전자 %clc 레벨 마다 %ach 추가 적용됩니다.[/center]매료가 %bdr 라운드 동안 유지되며, 시전자 %cld 레벨 마다 %adr 라운드가 추가됩니다.""[/center][/end]"
1290,"쉴드[/center]시간: %bdr + %cld 레벨 당 %adr[/center]확률: 해당 없음[/center]세기: %1bm - %2bm + %clm 레벨 당 %1am - %2am[/center]""대상의 주변에 방어막을 둘러 %1bm - %2bm, 추가로[/center]%clm 레벨 마다 %1am -%2am 의 생명력 피해를 흡수합니다.[/center]주문이 최대 피해량을 흡수하거나, %bdr 라운드, 추가로[/center]시전자 %cld 레벨 당 %adr 라운드를 넘기면 주문이 끝납니다.""[/center][/end]"
1291,"쉴드[/center]시간: %bdr + %cld 레벨 당 %adr[/center]확률: 해당 없음[/center]세기: %1bm - %2bm + %clm 레벨 당 %1am - %2am[/center]""대상의 주변에 방어막을 둘러 %1bm - %2bm, 추가로[/center]%clm 레벨 마다 %1am -%2am 의 생명력 피해를 흡수합니다.[/center]주문이 최대 피해량을 흡수하거나, %bdr 라운드, 추가로[/center]시전자 %cld 레벨 당 %adr 라운드를 넘기면 주문이 끝납니다.""[/center][/end]"
1292,"쉴드[/center]시간: %bdr + %cld 레벨 당 %adr[/center]확률: 해당 없음[/center]세기: %1bm - %2bm + %clm 레벨 당 %1am - %2am[/center]""대상의 주변에 방어막을 둘러 %1bm - %2bm, 추가로[/center]%clm 레벨 마다 %1am -%2am 의 생명력 피해를 흡수합니다.[/center]주문이 최대 피해량을 흡수하거나, %bdr 라운드, 추가로[/center]시전자 %cld 레벨 당 %adr 라운드를 넘기면 주문이 끝납니다.""[/center][/end]"
1293,"쉴드[/center]시간: %bdr + %cld 레벨 당 %adr[/center]확률: 해당 없음[/center]세기: %1bm - %2bm + %clm 레벨 당 %1am - %2am[/center]""대상의 주변에 방어막을 둘러 %1bm - %2bm, 추가로[/center]%clm 레벨 마다 %1am -%2am 의 생명력 피해를 흡수합니다.[/center]주문이 최대 피해량을 흡수하거나, %bdr 라운드, 추가로[/center]시전자 %cld 레벨 당 %adr 라운드를 넘기면 주문이 끝납니다.""[/center][/end]"
1294,"Astral Travel[/center]Duration: %bdr + %adr per %cld level(s)[/center]Chance: %bch + %ach per %clc level(s)[/center]Magnitude: N/A + N/A per N/A level(s)[/center]""Sends caster to the Astral Plane. Chance of success[/center]is %bch, plus %ach every %clc level(s) of the caster.[/center]Caster will remain in the Astral Plane for %bdr round(s),[/center]plus %adr round(s) for every %cld level(s) of caster.""[/center][/end]"
1295,"Etherealness[/center]Duration: %bdr + %adr per %cld level(s)[/center]Chance: %bch + %ach per %clc level(s)[/center]Magnitude: 해당 없음[/center]""Turns caster ethereal, thus able to walk through[/center]walls. Chance of success is %bch, plus %ach every[/center]%clc level(s) of the caster. Caster will remain[/center]ethereal for %bdr round(s), plus %adr round(s) for[/center]every %cld level(s) of caster.""[/center][/end]"
1296,"마법 탐지[/center]시간: %bdr + %cld 레벨 당 %adr[/center]확률: %bch + %clc 레벨 당 %ach[/center]세기: 해당 없음[/center]""대상이 바라보는 방향 좌우 60도 범위의 모든 마법을 탐지합니다.[/center]기본 성공률은 %bch 이며, 시전자 %clc 레벨 마다 %ach 추가 적용됩니다.[/center]주문이 %bdr 라운드 동안 유지되며, 시전자 %cld 레벨 마다 %adr 라운드가 추가됩니다.""[/center][/end]"
1297,"적 탐지[/center]시간: %bdr + %cld 레벨 당 %adr[/center]확률: %bch + %clc 레벨 당 %ach[/center]세기: 해당 없음[/center]""대상이 바라보는 방향 좌우 60도 범위의 모든 적을 탐지합니다.[/center]기본 성공률은 %bch 이며, 시전자 %clc 레벨 마다 %ach 추가 적용됩니다.[/center]주문이 %bdr 라운드 동안 유지되며, 시전자 %cld 레벨 마다 %adr 라운드가 추가됩니다.""[/center][/end]"
1298,"보물 탐지[/center]시간: %bdr + %cld 레벨 당 %adr[/center]확률: %bch + %clc 레벨 당 %ach[/center]세기: 해당 없음[/center]""대상이 바라보는 방향 좌우 60도 범위의 모든 보물을 탐지합니다.[/center]기본 성공률은 %bch 이며, 시전자 %clc 레벨 마다 %ach 추가 적용됩니다.[/center]주문이 %bdr 라운드 동안 유지되며, 시전자 %cld 레벨 마다 %adr 라운드가 추가됩니다.""[/center][/end]"
1299,"식별[/center]시간: 해당 없음[/center]확률: %bch + %clc 레벨 당 %ach[/center]세기: 해당 없음[/center]""목표 물품을 식별 합니다.[/center]기본 성공 확률 %bch,[/center]시전자 %clc 레벨 마다 %ach 추가""[/center][/end]"
1300,"Wizard Sight[/center]Duration: %bdr + %adr per %cld level(s)[/center]Chance: %bch + %ach per %clc level(s)[/center]Magnitude: N/A + N/A per N/A level(s)[/center]""Allows caster's vision to travel separately from[/center]his or her body. Chance of success is %bch, plus[/center]%ach every %clc level(s) of the caster. Spell will[/center]last for %bdr round(s), plus %adr round(s) for[/center]every %cld level(s) of caster.""[/center][/end]"
1301,"Darkness[/center]Duration: %bdr + %adr per %cld level(s)[/center]Chance: %bch + %ach per %clc level(s)[/center]Magnitude: N/A + N/A per N/A level(s)[/center]""Darkness created around target. Spell will remain[/center]for %bdr round(s), plus %adr round(s) for every[/center]%cld level(s) of caster.""[/center][/end]"
1302,"텔레포트[/center]시간: 해당 없음[/center]확률: %bch + %clc 레벨 당 %ach[/center]세기: 해당 없음[/center]""시전자가 지정된 위치로 순간이동 합니다.[/center]시전자는 반드시 목적지에서 주문을 시전해[/center]등록해야 합니다 그 이후 텔레포트를 할 수 있습니다.[/center]시전 할때마다 지정 위치를 변경할 수 있습니다.[/center]성공 확률은 %bch,[/center]추가로 시전자 %cld 레벨 마다 %ach 확률이 추가 됩니다.[/center][/end]"
1303,"소울 트랩[/center]기간: %bdr + %clc 레벨 당 %adr[/center]확률: %bch + %clc 레벨 당 %ach[/center]세기: 해당 없음[/center]""목표가 죽은 후 시전자가 가진 영혼석에 영구적으로 갇힙니다.[/center]목표의 육체가 %bdr 라운드, 추가로 시전자 %cld 레벨 마다 %adr 라운드 안에 죽어야 하며,[/center]성공적으로 영혼을 포획할 확률은 %bch, 시전자 %clc 레벨 마다 %ach 가 추가 됩니다.""[/center][/end]"
1304,"Telekinesis[/center]Duration: %bdr + %adr per %cld level(s)[/center]Chance: N/A + N/A per N/A level(s)[/center]Magnitude: %1bm - %2bm + %1am - %2am[/center]per %clm level(s)[/center]""Telekinesis allows the caster to move objects at[/center]a distance, by mental exertion. The weight of objects[/center]that can be moved is %1bm - %2bm kg plus %1am - %2am[/center]kilos per %clm level(s) of the caster.""[/center][/end]"
1305,"언어 이해[/center]시간: %bdr + %cld 레벨 당 %adr[/center]확률: %bch + %clc 레벨 당 %ach[/center]세기: 해당 없음[/center]""시전자가 주문 유지 되는 동안 어떤 언어, 문자던지 이해할 수 있게 됩니다.[/center]주문은 %bdr 라운드 동안 유지되며, 추가로[/center]시전자 %cld 레벨 마다 %adr 더 유지됩니다.""[/center][/end]"
1306,"Intensify Fire[/center]Duration: %bdr + %adr per %cld level(s)[/center]Chance: N/A + N/A per N/A level(s)[/center]Magnitude: %1bm - %2bm + %1am - %2am[/center]per %clm level(s)[/center]""Caster may intensify the light of a normal fire.[/center]Light may be intensified up to %1bm to %2bm candle(s)[/center]plus %1am to %2am candle(s) per %clm level(s) of the[/center]caster. Spell lasts %bdr round(s), plus %adr round(s)[/center]per %cld level(s) of the caster.""[/center][/end]"
1307,"Diminish Fire[/center]Duration: %bdr + %adr per %cld level(s)[/center]Chance: N/A + N/A per N/A level(s)[/center]Magnitude: %1bm - %2bm + %1am - %2am[/center]per %clm level(s)[/center]""Caster may dim the light of a normal fire.[/center]Light may be diminished by %1bm to %2bm candle(s)[/center]plus %1am to %2am candle(s) per %clm level(s) of the[/center]caster. Spell lasts %bdr round(s), plus %adr round(s)[/center]per %cld level(s) of the caster.""[/center][/end]"
1308,"Wall of Stone[/center]Duration: %bdr + %adr per %cld level(s)[/center]Chance: N/A + N/A per N/A level(s)[/center]Magnitude: %1bm - %2bm + %1am - %2am[/center]per %clm level(s)[/center]""Caster creates a wall of stone, %1bm to %2bm square meters[/center]for every %clm level(s) of the caster. Wall lasts %bdr[/center]round(s) plus %adr additional round(s) for every %cld[/center]level(s) of the caster.""[/center][/end]"
1309,"Wall of Fire[/center]Duration: %bdr + %adr per %cld level(s)[/center]Chance: N/A + N/A per N/A level(s)[/center]Magnitude: %1bm - %2bm + %1am - %2am[/center]per %clm level(s)[/center]""Caster creates a wall of fire, %1bm to %2bm square meters[/center]for every %clm level(s) of the caster. Wall lasts %bdr[/center]round(s) plus %adr additional round(s) for every %cld[/center]level(s) of the caster.""[/center][/end]"
1310,"Wall of Frost[/center]Duration: %bdr + %adr per %cld level(s)[/center]Chance: N/A + N/A per N/A level(s)[/center]Magnitude: %1bm - %2bm + %1am - %2am[/center]per %clm level(s)[/center]""Caster creates a wall of ice, %1bm to %2bm square meters[/center]for every %clm level(s) of the caster. Wall lasts %bdr[/center]round(s) plus %adr additional round(s) for every %cld[/center]level(s) of the caster.""[/center][/end]"
1311,"Wall of Poison[/center]Duration: %bdr + %adr per %cld level(s)[/center]Chance: N/A + N/A per N/A level(s)[/center]Magnitude: %1bm - %2bm + %1am - %2am[/center]per %clm level(s)[/center]""Caster creates a wall of poison gas, %1bm to %2bm square[/center]meters for every %clm level(s) of the caster. Wall lasts[/center]%bdr round(s) plus %adr additional round(s) for every[/center]%cld level(s) of the caster.""[/center][/end]"
1350,"이미 충돌하는[/center]이점 혹은 단점을[/center]선택한 상태입니다.[/center][/end]"
1360,"변화마법은 변화마법 학파를 의미하며,[/center]여섯개의 큰 학파들 중 하나입니다.[/center]이 마법 학파는 그 요점을 한 물체의[/center]그 근본적인 구조와 구성을 매지카로[/center]변화 시키는데 두고 있습니다. 저속하강,[/center]방어막 마법이 대표적인 변화마법 입니다.[/center][/end]"
1361,"궁술은 활과 화살을 사용해서 목표에[/center]피해를 주는 능력에 관한 기술 입니다.[/center][/center][/end]"
1362,"도끼술은 전쟁도끼 혹은 전투도끼를[/center]목표에 사용할때 자동으로 사용되는 기술 입니다.[/center][/end]"
1363,"배후공격은 목표의 후방에서 공격시[/center]사용되는 기술입니다.[/center]이 기술에 능숙하면 적의 후방을 공격시[/center]적중 확률이 올라갑니다.[/center]추가로 배후공격이 제대로 들어갔을때[/center]더 많은 피해를 줄 수 있습니다.[/center][/end]"
1364,"둔기 무기는 목표를 무겁고, 날이 없는[/center]메이스나 스태프로 공격시 사용되는 기술입니다.[/center]능숙한 둔기 무기 전문가는 공격시[/center]더 높은 명중률과 피해를 줄 수 있습니다.[/center][/center][/end]"
1365,"센타우리어는 반은 인간이고 반은 말인 센타우르와[/center]대화를 시도할때 사용되는 언어 기술 입니다.[/center][/end]"
1366,"등반은 벽이나 절벽 경사면을 기어오를때[/center]사용되는 기술입니다.[/center]지면에 닿기 전까지 계속 사용됩니다.[/center][/center][/end]"
1367,"치명 공격은 성공적으로 목표를 공격[/center]할때 마다 사용되는 기술입니다.[/center]대상에 치명 공격을 성공하면 압도적이며,[/center]치명적인 추가 피해를 줍니다.[/center][/center][/end]"
1368,"데이드릭어는 파이어 데이드라, 데이드라 로드[/center]같은 데이드라와 대화할때 사용되는 기술입니다.[/center][/end]"
1369,"파괴마법은 마법 분야의 6개 정규 분야 중[/center]하나인 파괴 학파를 말합니다.[/center]파괴 마법은 적에게 피해를 주는 것이[/center]주 목적이며, 파이어볼, 독성 구름 같은[/center]주문이 있습니다.[/end]"
1370,"Disguise is a skill automatically checked[/center]whenever one attempts either to infiltrate a[/center]hostile environment or to secrete items away[/center]from prying eyes.[/center][/end]"
1371,"회피는 적의 무기 혹은 주문으로[/center]공격 받을 때 사용되는 기술 입니다.[/center][/end]"
1372,"Dragon is a language skill checked[/center]
whenever one attempts to speak with[/center]
a dragon.[/center]
[/record]
"
1373,"Elvish is a language skill checked[/center]
whenever one attempts to speak with[/center]
a Wild Elf.[/center]
[/end]"
1374,"Etiquette is a skill checked whenever[/center]
one attempts to be polite, deferential,[/center]
and charming in conversation.[/center]
[/end]"
1375,"Faerie is a language skill checked[/center]
whenever one attempts to speak with[/center]
a Faerie.[/center]
[/end]"
1376,"자이언트어는 자이언트와 대화를[/center]시도할때 사용되는 언어 기술 입니다.[/center][/end]"
1377,"맨손격투는 주먹 혹은 발차기를[/center]다루는 기술 입니다.[/center][/end]"
1378,"Harpy is a language skill checked[/center]
whenever one attempts to speak with[/center]
a Harpy.[/center]
[/end]"
1379,"Illusion refers to the School of Illusion,[/center]
one of the six avenues of magical study.[/center]
Illusion spells are capable of camouflaging,[/center]
illuminating, or obscuring objects, as the[/center]
spells Invisibility and Light demonstrate.[/center]
[/end]"
1380,"Impish is a language skill checked[/center]
whenever one attempts to speak with[/center]
an Imp.[/center]
[/end]"
1381,"Jumping is a skill checked to determine[/center]
the height and distance one is capable[/center]
of leaping.[/center]
[/end]"
1382,"Lockpicking is a skill automatically[/center]
checked whenever one attempts to pick the[/center]
lock on a door or a chest.[/center]
[/end]"
1383,"Long Blade is a skill checked whenever[/center]
one attempts to strike a target with a[/center]
long-bladed, slashing weapon such as a[/center]
claymore or a katana.[/center]
[/end]"
1384,"Medical skill is automatically checked[/center]
whenever one rests, allowing one to[/center]
diagnose minor injuries and illnesses.[/center]
[/end]"
1385,"Mercantile is a skill checked whenever[/center]
one enters into negotiations with a[/center]
merchant, attempting to buy or sell[/center]
an item at the best possible price.[/center]
[/end]"
1386,"Mysticism refers to the School of[/center]
Mysticism, one of the six avenues of[/center]
magical study. Mysticism is the most[/center]
arcane school, and the spells created[/center]
by its application are as varied as[/center]
Far Silence and Soul Trap.[/center]
[/end]"
1387,"Nymph is a language skill checked[/center]
whenever one attempts to speak with[/center]
a Nymph.[/center]
[/end]"
1388,"Pickpocketing is a skill automatically[/center]
checked whenever one attempts to steal[/center]
an item off a person or shelf without[/center]
being detected.[/center]
[/end]"
1389,"Restoration refers to the School of[/center]
Restoration, one of the six avenues[/center]
of magical study. Any healing spell[/center]
such as Cure Poison and Troll's[/center]
Blood hails from Restoration.[/center]
[/end]"
